comuna,familia,ruta,nombre,paginas,paginas_texto,paginas_escaneadas,veredicto,categoria,sirve,confianza,motivo,metodo,rutas_copias
SIN_COMUNA,lo9bab_1,Ordenanzas ordenadas\LO9BAB~1.PDF,LO9BAB~1.PDF,5,2,3,MIXTO,MODIFICACION_PRC,SI,ALTA,"Verificado con pdftotext ampliado: Decreto 5.794 aprueba Modificacion al Plan Regulador Comunal de Lo Barnechea 'MPRC-LB-22'; el snippet inicial mostraba un aviso previo de la SEC en el mismo Diario Oficial, no el contenido real del documento",TEXTO,Ordenanzas ordenadas\LO9BAB~1.PDF
SIN_COMUNA,lob32e_1,Ordenanzas ordenadas\OCR ok\LOB32E~1.PDF,LOB32E~1.PDF,4,2,2,MIXTO,MODIFICACION_PRC,SI,ALTA,"Decreto de Lo Barnechea que 'asigna nuevas normas urbanisticas' mediante tabla a predios que estaban afectos a declaratoria de utilidad publica (ensanche calle El Olivar), conforme art. 59 LGUC",TEXTO,Ordenanzas ordenadas\OCR ok\LOB32E~1.PDF
SIN_COMUNA,loec66_1,Ordenanzas ordenadas\OCR ok\LOEC66~1.PDF,LOEC66~1.PDF,5,5,0,TEXTO,MODIFICACION_PRC,SI,ALTA,Verificado con pdftotext ampliado: decreto que aprueba la Modificacion al PRC de Lo Barnechea denominada 'MPRC-LB-25 Diversos Ajustes al PRCLB'; el snippet inicial mostraba un aviso no relacionado del Poder Judicial en el mismo Diario Oficial,TEXTO,Ordenanzas ordenadas\OCR ok\LOEC66~1.PDF
SIN_COMUNA,qub2c7_1,Ordenanzas ordenadas\QUB2C7~1.PDF,QUB2C7~1.PDF,1,0,1,ESCANEADO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Es un decreto que autoriza el INICIO de un trámite (ingreso del informe de evaluación ambiental estratégica al Ministerio de Medio Ambiente) para una futura actualización del PRC; no aprueba ni contiene norma urbanística alguna, es puramente procedimental. [descarte confirmado por auditor independiente]",VISUAL,Ordenanzas ordenadas\QUB2C7~1.PDF
SIN_COMUNA,quinte_3,Ordenanzas ordenadas\QUINTE~3.PDF,QUINTE~3.PDF,7,0,7,ESCANEADO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"El decreto solo aprueba una modificación al convenio de financiamiento (mandato) entre el Gobierno Regional de Valparaíso y la Municipalidad de Quintero para ejecutar el futuro estudio 'Actualización Plan Regulador Comunal de Quintero'; no contiene ni aprueba ninguna norma urbanística, solo montos, plazos e items presupuestarios del convenio. [descarte confirmado por auditor independiente]",VISUAL,Ordenanzas ordenadas\QUINTE~3.PDF
SIN_COMUNA,re0b51_1,Ordenanzas ordenadas\RE0B51~1.PDF,RE0B51~1.PDF,3,0,3,ESCANEADO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"El decreto solo da inicio a la tramitación de la Modificación N°6 al PRC de Rengo (formulación y consulta de la Imagen Objetivo), listando temas a modificar a futuro, sin aprobar ninguna norma todavía. [descarte confirmado por auditor independiente]",VISUAL,Ordenanzas ordenadas\RE0B51~1.PDF
SIN_COMUNA,re6b5f_1,Ordenanzas ordenadas\OCR ok\RE6B5F~1.PDF,RE6B5F~1.PDF,24,23,1,TEXTO,MODIFICACION_PRC,SI,ALTA,"Verificado con pdftotext ampliado: Decreto Alcaldicio aprueba la Modificacion N6 al Plan Regulador Comunal de Rengo, con redefinicion de zonas ZE2/ZCH/ZH7/ZC2 y declaratorias de Inmueble/Zona de Conservacion Historica",TEXTO,Ordenanzas ordenadas\OCR ok\RE6B5F~1.PDF
SIN_COMUNA,re6c2c_1,Ordenanzas ordenadas\OCR ok\RE6C2C~1.PDF,RE6C2C~1.PDF,2,2,0,TEXTO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Decreto que solo instruye iniciar el procedimiento de actualizacion del Plan Regulador de Rengo (solicitud del Alcalde), no fija normas [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas ordenadas\OCR ok\RE6C2C~1.PDF
SIN_COMUNA,re9364_1,Ordenanzas ordenadas\RE9364~1.PDF,RE9364~1.PDF,4,0,4,ESCANEADO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"El decreto solo da inicio a la tramitación de la Enmienda N°7 para las zonas ZH3 y ZH5, convocando a audiencia pública y consulta al CESCO; no aprueba ninguna norma urbanística en este acto. [descarte confirmado por auditor independiente]",VISUAL,Ordenanzas ordenadas\RE9364~1.PDF
SIN_COMUNA,reffc5_1,Ordenanzas ordenadas\OCR ok\REFFC5~1.PDF,REFFC5~1.PDF,6,6,0,TEXTO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Verificado con pdftotext ampliado: decreto que da inicio al proceso de la Modificacion N5 (no sustancial) al PRC de Rengo, enumera 16 temas a tramitar como aviso a publicar, pero no fija valores normativos finales [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas ordenadas\OCR ok\REFFC5~1.PDF
algarrobo,3336_aprueba_la_modificacion_del_plan_regulador_comuna_de_algarrobo_singularizad,Ordenanzas ordenadas\OCR ok\algarrobo_3336_aprueba_la_modificacion_del_plan_regulador_comuna_de_algarrobo_singularizad__Exportar.pdf,algarrobo_3336_aprueba_la_modificacion_del_plan_regulador_comuna_de_algarrobo_singularizad__Exportar.pdf,4,2,0,TEXTO,MODIFICACION_PRC,SI,ALTA,"Nombre y texto confirman: Decreto 3460 aprueba Modificacion del Plan Regulador de Algarrobo, zona ZSH3 sector deportivo Mirasol, con codigos de zona explicitos",NOMBRE,Ordenanzas Descargadas\1-600\algarrobo_3336_aprueba_la_modificacion_del_plan_regulador_comuna_de_algarrobo_singularizad__Exportar.pdf | Ordenanzas ordenadas\OCR ok\algarrobo_3336_aprueba_la_modificacion_del_plan_regulador_comuna_de_algarrobo_singularizad__Exportar.pdf | descargas\algarrobo\diario_oficial\3336_aprueba_la_modificacion_del_plan_regulador_comuna_de_algarrobo_singularizad__Exportar.pdf
andacollo,445_aprueba_enmienda_n_1_al_plan_regulador_comunal,Ordenanzas ordenadas\OCR ok\andacollo_445_aprueba_enmienda_n_1_al_plan_regulador_comunal__Exportar.pdf,andacollo_445_aprueba_enmienda_n_1_al_plan_regulador_comunal__Exportar.pdf,2,2,0,TEXTO,ENMIENDA_PRC,SI,ALTA,Nombre y texto confirman: Decreto 445 aprueba Enmienda N1 al Plan Regulador Comunal de Andacollo,NOMBRE,Ordenanzas Descargadas\1-600\andacollo_445_aprueba_enmienda_n_1_al_plan_regulador_comunal__Exportar.pdf | Ordenanzas ordenadas\OCR ok\andacollo_445_aprueba_enmienda_n_1_al_plan_regulador_comunal__Exportar.pdf | descargas\andacollo\diario_oficial\445_aprueba_enmienda_n_1_al_plan_regulador_comunal__Exportar.pdf
angol,40_gobierno_regional_de_la_araucania_promulga_actualizacion_del_plan_regulador_c,Ordenanzas ordenadas\OCR ok\angol_40_gobierno_regional_de_la_araucania_promulga_actualizacion_del_plan_regulador_c__40.pdf,angol_40_gobierno_regional_de_la_araucania_promulga_actualizacion_del_plan_regulador_c__40.pdf,20,20,0,TEXTO,ORDENANZA_PRC,SI,ALTA,"Resolucion del Gobierno Regional que promulga la Actualizacion completa del Plan Regulador de Angol, incluyendo ordenanza local, memoria explicativa y planos como parte del expediente aprobado",TEXTO,Ordenanzas Descargadas\1-600\angol_40_gobierno_regional_de_la_araucania_promulga_actualizacion_del_plan_regulador_c__40.pdf | Ordenanzas ordenadas\OCR ok\angol_40_gobierno_regional_de_la_araucania_promulga_actualizacion_del_plan_regulador_c__40.pdf | descargas\angol\diario_oficial\40_gobierno_regional_de_la_araucania_promulga_actualizacion_del_plan_regulador_c__40.pdf
antofagasta,136_modifica_ordenaza_local_de_plan_regulador,Ordenanzas ordenadas\OCR ok\antofagasta_136_modifica_ordenaza_local_de_plan_regulador__Exportar.pdf,antofagasta_136_modifica_ordenaza_local_de_plan_regulador__Exportar.pdf,1,1,0,TEXTO,MODIFICACION_PRC,SI,ALTA,"Decreto 136/1996 aprueba efectivamente una modificacion a la Ordenanza Local (relocalizacion de equipamiento vecinal), con articulado y decreto de aprobacion explicito.",TEXTO,Ordenanzas Descargadas\1-600\antofagasta_136_modifica_ordenaza_local_de_plan_regulador__Exportar.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_136_modifica_ordenaza_local_de_plan_regulador__Exportar.pdf | descargas\antofagasta\diario_oficial\136_modifica_ordenaza_local_de_plan_regulador__Exportar.pdf
antofagasta,145_modifica_plan_regulador_comunal_de_antofagasta,Ordenanzas ordenadas\OCR ok\antofagasta_145_modifica_plan_regulador_comunal_de_antofagasta__Exportar.pdf,antofagasta_145_modifica_plan_regulador_comunal_de_antofagasta__Exportar.pdf,20,17,3,MIXTO,MODIFICACION_PRC,SI,ALTA,"Decreto 145/2016 modifica el PRC de Antofagasta tras audiencia publica y tramitacion completa; fuertes senales normativas (agrupamiento, antejardin, zonificacion, articulado).",TEXTO,Ordenanzas Descargadas\1-600\antofagasta_145_modifica_plan_regulador_comunal_de_antofagasta__Exportar.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_145_modifica_plan_regulador_comunal_de_antofagasta__Exportar.pdf | descargas\antofagasta\diario_oficial\145_modifica_plan_regulador_comunal_de_antofagasta__Exportar.pdf
antofagasta,236_promulga_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal_de,Ordenanzas ordenadas\OCR ok\antofagasta_236_promulga_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal_de___Exportar.pdf,antofagasta_236_promulga_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal_de___Exportar.pdf,60,41,18,MIXTO,MODIFICACION_PRC,SI,ALTA,"Decreto 236/2014 promulga el texto aprobatorio de la modificacion del PRC sector Norte III Etapa Chimba Norte; 60 paginas con zonificacion, usos de suelo, articulado y codigos de zona ZUDC.",TEXTO,Ordenanzas Descargadas\1-600\antofagasta_236_promulga_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal_de___Exportar.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_236_promulga_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal_de___Exportar.pdf | descargas\antofagasta\diario_oficial\236_promulga_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal_de___Exportar.pdf
antofagasta,546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof,Ordenanzas Descargadas\1-600\antofagasta_546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof__Exportar.pdf,antofagasta_546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof__Exportar.pdf,4,3,1,MIXTO,TRAMITE_ADMINISTRATIVO,NO,ALTA,Decreto 546/2018 solo da inicio al procedimiento (Evaluacion Ambiental Estrategica) para modificar el PRC; no aprueba norma alguna. Contradice sugerencia_regex. [descarte confirmado por auditor independiente],TEXTO,Ordenanzas Descargadas\1-600\antofagasta_546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof__Exportar.pdf | descargas\antofagasta\diario_oficial\546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof__Exportar.pdf
antofagasta,547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto,Ordenanzas Descargadas\1-600\antofagasta_547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto__Exportar.pdf,antofagasta_547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto__Exportar.pdf,3,3,0,TEXTO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Decreto 547/2018 gemelo del 546: da inicio al proceso de EAE para modificar el PRC sector Chimba Bajo Costa, sin normas aprobadas. Contradice sugerencia_regex. [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas Descargadas\1-600\antofagasta_547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto__Exportar.pdf | descargas\antofagasta\diario_oficial\547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto__Exportar.pdf
antofagasta,621_aprueba_modificacion_a_ordenanza_local_plan_regulador,Ordenanzas ordenadas\OCR ok\antofagasta_621_aprueba_modificacion_a_ordenanza_local_plan_regulador__Exportar.pdf,antofagasta_621_aprueba_modificacion_a_ordenanza_local_plan_regulador__Exportar.pdf,1,1,0,TEXTO,MODIFICACION_PRC,SI,ALTA,"Decreto 621/1995 aprueba modificacion puntual al Art. 23 (Normas Especificas) de la Ordenanza Local; aunque remite el detalle tabular al Diario Oficial, el decreto mismo aprueba norma nueva.",TEXTO,Ordenanzas Descargadas\1-600\antofagasta_621_aprueba_modificacion_a_ordenanza_local_plan_regulador__Exportar.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_621_aprueba_modificacion_a_ordenanza_local_plan_regulador__Exportar.pdf | descargas\antofagasta\diario_oficial\621_aprueba_modificacion_a_ordenanza_local_plan_regulador__Exportar.pdf
antofagasta,816_promulga_el_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal,Ordenanzas ordenadas\OCR ok\antofagasta_816_promulga_el_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal___Exportar.pdf,antofagasta_816_promulga_el_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal___Exportar.pdf,52,46,5,TEXTO,MODIFICACION_PRC,SI,ALTA,"Decreto 816/2012 promulga texto aprobatorio de modificacion del PRC Sector Norte; 52 paginas con constructibilidad, ocupacion de suelo, predial minima, antejardin, rasante, adosamiento, distanciamiento y codigos ZUDC.",TEXTO,Ordenanzas Descargadas\1-600\antofagasta_816_promulga_el_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal___Exportar.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_816_promulga_el_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal___Exportar.pdf | descargas\antofagasta\diario_oficial\816_promulga_el_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal___Exportar.pdf
antofagasta,decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu__61372b59-a19a-4979-8636-6077cbdfe17a.pdf,antofagasta_decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu__61372b59-a19a-4979-8636-6077cbdfe17a.pdf,2,0,2,ESCANEADO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Decreto 1080/2016 'dispone el llamado a propuesta publica' para contratar el estudio de actualizacion del plano regulador (licitacion), confirmado por el texto de d0000 del mismo lote; no trae normas. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu__61372b59-a19a-4979-8636-6077cbdfe17a.pdf | descargas\antofagasta\busqueda_global\decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu__61372b59-a19a-4979-8636-6077cbdfe17a.pdf
antofagasta,decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc__742547a5-b8b4-4c3d-8f22-65d5121f917a.pdf,antofagasta_decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc__742547a5-b8b4-4c3d-8f22-65d5121f917a.pdf,1,0,1,ESCANEADO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Decreto 1287 'adjudicase' el contrato de estudio para la modificacion sector norte tercera etapa; es adjudicacion de licitacion, no aprobacion de norma. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc__742547a5-b8b4-4c3d-8f22-65d5121f917a.pdf | descargas\antofagasta\busqueda_global\decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc__742547a5-b8b4-4c3d-8f22-65d5121f917a.pdf
antofagasta,decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl__476066eb-7f3e-40b2-8b01-d4bb783e281e.pdf,antofagasta_decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl__476066eb-7f3e-40b2-8b01-d4bb783e281e.pdf,4,0,4,ESCANEADO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Decreto alcaldicio 546 'dese por iniciado el procedimiento de modificacion', duplicado administrativo del inicio de proceso (mismo numero que d0000); sin normas. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl__476066eb-7f3e-40b2-8b01-d4bb783e281e.pdf | descargas\antofagasta\busqueda_global\decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl__476066eb-7f3e-40b2-8b01-d4bb783e281e.pdf
antofagasta,ordenanza_plan_regulador_de_la_comuna_de_antofagasta,Ordenanzas ordenadas\OCR ok\antofagasta_ordenanza_plan_regulador_de_la_comuna_de_antofagasta__07-07-2002 Plan Regulador.pdf,antofagasta_ordenanza_plan_regulador_de_la_comuna_de_antofagasta__07-07-2002 Plan Regulador.pdf,84,81,0,TEXTO,ORDENANZA_PRC,SI,ALTA,"Ordenanza Local completa del Plan Regulador de Antofagasta (2002), 84 paginas, con capitulos de limite urbano, zonificacion, usos de suelo, subdivision predial, edificacion y vialidad. Documento maestro del PRC.",TEXTO,Ordenanzas Descargadas\1-600\antofagasta_ordenanza_plan_regulador_de_la_comuna_de_antofagasta__07-07-2002 Plan Regulador.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_ordenanza_plan_regulador_de_la_comuna_de_antofagasta__07-07-2002 Plan Regulador.pdf | descargas\antofagasta\ordenanzas_vigentes\ordenanza_plan_regulador_de_la_comuna_de_antofagasta__07-07-2002 Plan Regulador.pdf
antofagasta,sn_modificaciones_al_plan_regulador_comunal_de_antofagasta,Ordenanzas ordenadas\OCR ok\antofagasta_sn_modificaciones_al_plan_regulador_comunal_de_antofagasta__Exportar.pdf,antofagasta_sn_modificaciones_al_plan_regulador_comunal_de_antofagasta__Exportar.pdf,5,5,0,TEXTO,MODIFICACION_PRC,SI,ALTA,"Decreto S/N (1996/1998) aprueba modificaciones al PRC via Plan Seccional, tras exposicion publica y acuerdo del Concejo; fuertes senales de usos de suelo y articulado.",TEXTO,Ordenanzas Descargadas\1-600\antofagasta_sn_modificaciones_al_plan_regulador_comunal_de_antofagasta__Exportar.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_sn_modificaciones_al_plan_regulador_comunal_de_antofagasta__Exportar.pdf | descargas\antofagasta\diario_oficial\sn_modificaciones_al_plan_regulador_comunal_de_antofagasta__Exportar.pdf
antuco,decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1898_2019.pdf,antuco_decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1898_2019.pdf,12,0,12,ESCANEADO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"El nombre indica modificacion de ordenanza de becas municipales, no del PRC; la regex confundio la palabra 'modificacion' fuera de contexto. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1263_2021.pdf | Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1898_2019.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1263_2021.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1898_2019.pdf
antuco,decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf,antuco_decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf,5,5,0,TEXTO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Ordenanza sobre alimentacion saludable y promocion de actividad fisica; materia de salud, sin relacion con el PRC. [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf
antuco,decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras,Ordenanzas ordenadas\OCR ok\antuco_decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf,antuco_decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf,10,10,0,TEXTO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Ordenanza sobre autorizacion de transporte de basuras, desechos y escombros bajo la Ley de Transito 18.290; ajena al PRC. [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf | Ordenanzas ordenadas\OCR ok\antuco_decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf
