comuna,familia,ruta,nombre,paginas,paginas_texto,paginas_escaneadas,veredicto,categoria,sirve,confianza,motivo,metodo,rutas_copias
SIN_COMUNA,re6c2c_1,Ordenanzas ordenadas\OCR ok\RE6C2C~1.PDF,RE6C2C~1.PDF,2,2,0,TEXTO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Decreto que solo instruye iniciar el procedimiento de actualizacion del Plan Regulador de Rengo (solicitud del Alcalde), no fija normas [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas ordenadas\OCR ok\RE6C2C~1.PDF
SIN_COMUNA,re9364_1,Ordenanzas ordenadas\RE9364~1.PDF,RE9364~1.PDF,4,0,4,ESCANEADO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"El decreto solo da inicio a la tramitación de la Enmienda N°7 para las zonas ZH3 y ZH5, convocando a audiencia pública y consulta al CESCO; no aprueba ninguna norma urbanística en este acto. [descarte confirmado por auditor independiente]",VISUAL,Ordenanzas ordenadas\RE9364~1.PDF
SIN_COMUNA,reffc5_1,Ordenanzas ordenadas\OCR ok\REFFC5~1.PDF,REFFC5~1.PDF,6,6,0,TEXTO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Verificado con pdftotext ampliado: decreto que da inicio al proceso de la Modificacion N5 (no sustancial) al PRC de Rengo, enumera 16 temas a tramitar como aviso a publicar, pero no fija valores normativos finales [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas ordenadas\OCR ok\REFFC5~1.PDF
antofagasta,546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof,Ordenanzas Descargadas\1-600\antofagasta_546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof__Exportar.pdf,antofagasta_546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof__Exportar.pdf,4,3,1,MIXTO,TRAMITE_ADMINISTRATIVO,NO,ALTA,Decreto 546/2018 solo da inicio al procedimiento (Evaluacion Ambiental Estrategica) para modificar el PRC; no aprueba norma alguna. Contradice sugerencia_regex. [descarte confirmado por auditor independiente],TEXTO,Ordenanzas Descargadas\1-600\antofagasta_546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof__Exportar.pdf | descargas\antofagasta\diario_oficial\546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof__Exportar.pdf
antofagasta,547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto,Ordenanzas Descargadas\1-600\antofagasta_547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto__Exportar.pdf,antofagasta_547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto__Exportar.pdf,3,3,0,TEXTO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Decreto 547/2018 gemelo del 546: da inicio al proceso de EAE para modificar el PRC sector Chimba Bajo Costa, sin normas aprobadas. Contradice sugerencia_regex. [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas Descargadas\1-600\antofagasta_547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto__Exportar.pdf | descargas\antofagasta\diario_oficial\547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto__Exportar.pdf
antofagasta,decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu__61372b59-a19a-4979-8636-6077cbdfe17a.pdf,antofagasta_decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu__61372b59-a19a-4979-8636-6077cbdfe17a.pdf,2,0,2,ESCANEADO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Decreto 1080/2016 'dispone el llamado a propuesta publica' para contratar el estudio de actualizacion del plano regulador (licitacion), confirmado por el texto de d0000 del mismo lote; no trae normas. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu__61372b59-a19a-4979-8636-6077cbdfe17a.pdf | descargas\antofagasta\busqueda_global\decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu__61372b59-a19a-4979-8636-6077cbdfe17a.pdf
antofagasta,decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc__742547a5-b8b4-4c3d-8f22-65d5121f917a.pdf,antofagasta_decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc__742547a5-b8b4-4c3d-8f22-65d5121f917a.pdf,1,0,1,ESCANEADO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Decreto 1287 'adjudicase' el contrato de estudio para la modificacion sector norte tercera etapa; es adjudicacion de licitacion, no aprobacion de norma. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc__742547a5-b8b4-4c3d-8f22-65d5121f917a.pdf | descargas\antofagasta\busqueda_global\decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc__742547a5-b8b4-4c3d-8f22-65d5121f917a.pdf
antofagasta,decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl__476066eb-7f3e-40b2-8b01-d4bb783e281e.pdf,antofagasta_decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl__476066eb-7f3e-40b2-8b01-d4bb783e281e.pdf,4,0,4,ESCANEADO,TRAMITE_ADMINISTRATIVO,NO,ALTA,"Decreto alcaldicio 546 'dese por iniciado el procedimiento de modificacion', duplicado administrativo del inicio de proceso (mismo numero que d0000); sin normas. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl__476066eb-7f3e-40b2-8b01-d4bb783e281e.pdf | descargas\antofagasta\busqueda_global\decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl__476066eb-7f3e-40b2-8b01-d4bb783e281e.pdf
antuco,decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1898_2019.pdf,antuco_decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1898_2019.pdf,12,0,12,ESCANEADO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"El nombre indica modificacion de ordenanza de becas municipales, no del PRC; la regex confundio la palabra 'modificacion' fuera de contexto. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1263_2021.pdf | Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1898_2019.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1263_2021.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1898_2019.pdf
antuco,decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf,antuco_decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf,5,5,0,TEXTO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Ordenanza sobre alimentacion saludable y promocion de actividad fisica; materia de salud, sin relacion con el PRC. [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf
antuco,decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras,Ordenanzas ordenadas\OCR ok\antuco_decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf,antuco_decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf,10,10,0,TEXTO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Ordenanza sobre autorizacion de transporte de basuras, desechos y escombros bajo la Ley de Transito 18.290; ajena al PRC. [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf | Ordenanzas ordenadas\OCR ok\antuco_decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf
antuco,decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas__Decreto_2_2026.pdf,antuco_decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas__Decreto_2_2026.pdf,35,35,0,TEXTO,OTRO_TEMA_MUNICIPAL,NO,ALTA,Ordenanza sobre tenencia responsable de mascotas (Ley 21.020); no toca normas urbanisticas. [descarte confirmado por auditor independiente],TEXTO,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas__Decreto_2_2026.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas__Decreto_2_2026.pdf
antuco,decreto_aprueba_ordenanza_n_012026_municipal_sobre_tenencia_responsable_de_masco,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_n_012026_municipal_sobre_tenencia_responsable_de_masco__Decreto_1159_2026.pdf,antuco_decreto_aprueba_ordenanza_n_012026_municipal_sobre_tenencia_responsable_de_masco__Decreto_1159_2026.pdf,25,0,25,ESCANEADO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Nombre confirma ordenanza de tenencia responsable de mascotas, mismo tema que d0007; ajena al PRC. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_n_012026_municipal_sobre_tenencia_responsable_de_masco__Decreto_1159_2026.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_n_012026_municipal_sobre_tenencia_responsable_de_masco__Decreto_1159_2026.pdf
antuco,decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso,Ordenanzas ordenadas\OCR ok\antuco_decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf,antuco_decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf,6,6,0,TEXTO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Ordenanza sobre cierre e implementacion de medidas de control de acceso en calles/pasajes por motivos de seguridad (Ley 21.411); es materia de seguridad publica, no normas urbanisticas del PRC. [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf | Ordenanzas ordenadas\OCR ok\antuco_decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf | Ordenanzas ordenadas\antuco_decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf
antuco,decreto_ordenanza_municipal_sobre_subvenciones_municipales,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_municipal_sobre_subvenciones_municipales__Decreto_1_2026.pdf,antuco_decreto_ordenanza_municipal_sobre_subvenciones_municipales__Decreto_1_2026.pdf,12,0,12,ESCANEADO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Ordenanza sobre subvenciones municipales; materia de financiamiento a organizaciones, no urbanistica. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_municipal_sobre_subvenciones_municipales__Decreto_1_2026.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_municipal_sobre_subvenciones_municipales__Decreto_1_2026.pdf
antuco,decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4___Decreto_205_2015.pdf,antuco_decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4___Decreto_205_2015.pdf,18,18,0,TEXTO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Texto confirma ordenanza de aseo, ornato y tenencia responsable de mascotas; sin relacion con el PRC. [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4___Decreto_205_2015.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4___Decreto_205_2015.pdf
antuco,decreto_ordenanza_sobre_la_regulacion_del_otorgamiento_de_beca_municipal_de_ense,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_la_regulacion_del_otorgamiento_de_beca_municipal_de_ense__Decreto_5222_2017.pdf,antuco_decreto_ordenanza_sobre_la_regulacion_del_otorgamiento_de_beca_municipal_de_ense__Decreto_5222_2017.pdf,7,0,7,ESCANEADO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Ordenanza que regula el otorgamiento de beca municipal de ensenanza superior; materia educacional, no PRC. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_la_regulacion_del_otorgamiento_de_beca_municipal_de_ense__Decreto_5222_2017.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_la_regulacion_del_otorgamiento_de_beca_municipal_de_ense__Decreto_5222_2017.pdf
antuco,decreto_ordenanza_sobre_la_regulacion_transito_vehicular_uso_de_cadenas_aseo_y_o,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_la_regulacion_transito_vehicular_uso_de_cadenas_aseo_y_o__Decreto_554_2015.pdf,antuco_decreto_ordenanza_sobre_la_regulacion_transito_vehicular_uso_de_cadenas_aseo_y_o__Decreto_554_2015.pdf,4,4,0,TEXTO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Texto confirma ordenanza sobre transito vehicular, uso de cadenas y aseo/ornato en el Centro Invernal Volcan Antuco; nada urbanistico del PRC. [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_la_regulacion_transito_vehicular_uso_de_cadenas_aseo_y_o__Decreto_554_2015.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_la_regulacion_transito_vehicular_uso_de_cadenas_aseo_y_o__Decreto_554_2015.pdf
antuco,decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de___Decreto_3_2023.pdf,antuco_decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de___Decreto_3_2023.pdf,11,0,11,ESCANEADO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Ordenanza sobre otorgamiento de beca municipal de ensenanza superior; mismo tema que d0011, ajena al PRC. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de___Decreto_3_2023.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de___Decreto_3_2023.pdf
antuco,decreto_ordenanza_sobre_subvenciones_municipalies,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_subvenciones_municipalies__Decreto_2_2023.pdf,antuco_decreto_ordenanza_sobre_subvenciones_municipalies__Decreto_2_2023.pdf,5,0,5,ESCANEADO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Ordenanza sobre subvenciones municipales; mismo tema que d0009, sin normas urbanisticas. [descarte confirmado por auditor independiente]",NOMBRE,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_subvenciones_municipalies__Decreto_2_2023.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_subvenciones_municipalies__Decreto_2_2023.pdf
antuco,decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004__Decreto_201_2004.pdf,antuco_decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004__Decreto_201_2004.pdf,6,6,0,TEXTO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Texto confirma ordenanza sobre subvenciones municipales de 2004 (Ley 19.862); materia de fondos publicos, no PRC. [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004__Decreto_201_2004.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004__Decreto_201_2004.pdf
antuco,ordenanza_resolucionacto,Ordenanzas ordenadas\OCR ok\antuco_ordenanza_resolucionacto__Decreto_4_2003.pdf,antuco_ordenanza_resolucionacto__Decreto_4_2003.pdf,9,9,0,TEXTO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"Ordenanza comunal sobre derechos municipales por permisos, concesiones y servicios (cobros administrativos); OCR ruidoso pero el objeto del articulado es claro y no urbanistico. [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas Descargadas\1-600\antuco_ordenanza_resolucionacto__1777394858_edit_DA_N___3762_DEL_10.06.2022_APRUEBA_ORDENANZA_MUNICIPAL_EXTRACCION_DE_ARIDOS_EN_POZOS_LASTREROS_DE_PROPIEDAD_PARTICULAR_EN_LA_COMUNA_DE_ANTUCO.pdf | Ordenanzas Descargadas\1-600\antuco_ordenanza_resolucionacto__1777394899_edit_Decreto_Alcaldicio_N___5695_APRUEBA_ORDENANZA_EXTRACCI__N_DE___RIDOS_EN_POZOS.pdf | Ordenanzas Descargadas\1-600\antuco_ordenanza_resolucionacto__1777394941_edit_DA_N___2621_Ordenanza-uso-obligatorio-de-mascarilla-Antuco.pdf | Ordenanzas Descargadas\1-600\antuco_ordenanza_resolucionacto__1777395479_edit_Ordenanza_Apicola_DA_N___09268_2019.pdf | Ordenanzas Descargadas\1-600\antuco_ordenanza_resolucionacto__Decreto_4_2003.pdf | Ordenanzas ordenadas\OCR ok\antuco_ordenanza_resolucionacto__1777394899_edit_Decreto_Alcaldicio_N___5695_APRUEBA_ORDENANZA_EXTRACCI__N_DE___RIDOS_EN_POZOS.pdf | Ordenanzas ordenadas\OCR ok\antuco_ordenanza_resolucionacto__Decreto_4_2003.pdf | descargas\antuco\ordenanzas_vigentes\ordenanza_resolucionacto__1777394858_edit_DA_N___3762_DEL_10.06.2022_APRUEBA_ORDENANZA_MUNICIPAL_EXTRACCION_DE_ARIDOS_EN_POZOS_LASTREROS_DE_PROPIEDAD_PARTICULAR_EN_LA_COMUNA_DE_ANTUCO.pdf | descargas\antuco\ordenanzas_vigentes\ordenanza_resolucionacto__1777394899_edit_Decreto_Alcaldicio_N___5695_APRUEBA_ORDENANZA_EXTRACCI__N_DE___RIDOS_EN_POZOS.pdf | descargas\antuco\ordenanzas_vigentes\ordenanza_resolucionacto__1777394941_edit_DA_N___2621_Ordenanza-uso-obligatorio-de-mascarilla-Antuco.pdf | descargas\antuco\ordenanzas_vigentes\ordenanza_resolucionacto__1777395479_edit_Ordenanza_Apicola_DA_N___09268_2019.pdf | descargas\antuco\ordenanzas_vigentes\ordenanza_resolucionacto__Decreto_4_2003.pdf
arauco,3881_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul,Ordenanzas ordenadas\OCR ok\arauco_3881_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,arauco_3881_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf,2,2,0,TEXTO,OTRO_TEMA_MUNICIPAL,NO,ALTA,"pese al nombre del archivo, el texto real es 'Modifica Decreto Alcaldicio N 791 de 2011' sobre restriccion de transito de camiones, nada que ver con el PRC [descarte confirmado por auditor independiente]",TEXTO,Ordenanzas Descargadas\1-600\arauco_3881_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf | Ordenanzas ordenadas\OCR ok\arauco_3881_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf | descargas\arauco\diario_oficial\3881_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regul__Exportar.pdf
